Bachelor of Science in Aerospace Engineering,3.2953430707536486
Bachelor of Science in Architecture,3.4728532515640707
Bachelor of Science in Biomedical Engineering,3.3225608548415746
Bachelor of Science in Building Construction,3.4301386125994666
Bachelor of Science in Economics,3.3367453495087838
Bachelor of Science in Economics and International Affairs,3.3606595321763337
Bachelor of Science in Environmental Engineering,3.2295407903447426
"Bachelor of Science in History, Technology, and Society",3.451439382452069
Bachelor of Science in Industrial Design,3.5311977700448725
Bachelor of Science in International Affairs,3.3810099067235044
Bachelor of Science in Neuroscience,3.4274662828531106
Bachelor of Science in Public Policy,3.4716448177399335
Bachelor of Science in Public Policy,3.696904377414373
Bachelor of Science in Applied Languages and Intercultural Studies - Chinese,3.421221361040175
Bachelor of Science in Applied Languages and Intercultural Studies -​ French,3.4309403343994993
Bachelor of Science in Applied Languages and Intercultural Studies - German,3.41282629931178
Bachelor of Science in Applied Languages and Intercultural Studies - Japanese,3.4175485215340022
Bachelor of Science in Applied Languages and Intercultural Studies - Korean,3.43782629931178
Bachelor of Science in Applied Languages and Intercultural Studies - Russian,3.41732629931178
Bachelor of Science in Applied Languages and Intercultural Studies - Spanish,3.4221211711066517
Bachelor of Science in Applied Physics - General,3.2892007173270157
Bachelor of Science in Applied Physics - Business Option,3.350277594317761
Bachelor of Science in Applied Physics - Physics of Living Systems,3.3616293322125
Bachelor of Science in Biochemistry - General,3.3546988182968485
Bachelor of Science in Biochemistry - Business Option,3.3826052648818177
Bachelor of Science in Biochemistry - Pre-Health Option,3.395997300818325
Bachelor of Science in Biology - General,3.3929439537687567
Bachelor of Science in Biology - Business Option,3.4115937008288166
Bachelor of Science in Business Administration - Accounting,3.396857779887371
Bachelor of Science in Business Administration - Finance,3.4414847141910534
Bachelor of Science in Business Administration - General Management,3.470833792073886
Bachelor of Science in Business Administration - Information Technology Management,3.503335979063559
Bachelor of Science in Business Administration - Leadership and Organizational Change,3.470325617566898
Bachelor of Science in Business Administration - Marketing,3.4602320157271516
Bachelor of Science in Business Administration - Operations and Supply Chain Management,3.450803605742334
Bachelor of Science in Business Administration - Strategy and Innovation,3.494992782981164
Bachelor of Science in Chemical and Biomolecular Engineering - Biotechnology Option,3.190222774944341
Bachelor of Science in Chemical and Biomolecular Engineering - Standard Option,3.1461523498122523
Bachelor of Science in Chemistry - General ,3.2680476161805605
Bachelor of Science in Chemistry - Biochemistry Option,3.314122338008965
Bachelor of Science in Chemistry - Business Option,3.3350246553075333
Bachelor of Science in Chemistry - Polymers and Materials Option,3.295303016695714
Bachelor of Science in Chemistry - Pre-Health Option,3.371856802714929
Bachelor of Science in Civil Engineering (Standard),3.236314445374605
Bachelor of Science in Civil Engineering - Construction and Infrastructure Systems Engineering,3.341639935244131
Bachelor of Science in Computational Media - Intelligence-Film & Media Studies,3.3650578359812124
Bachelor of Science in Computational Media - Intelligence - Games,3.3581012002643855
Bachelor of Science in Computational Media - Intelligence-Interaction Design,3.3693889444483265
Bachelor of Science in Computational Media - Media-Film & Media Studies,3.4272916286956217
Bachelor of Science in Computational Media - Media-Games,3.471428636994642
Bachelor of Science in Computational Media - Media-Interaction Design,3.483719334712351
Bachelor of Science in Computational Media- Music Technology-Intelligence,3.443678615717439
Bachelor of Science in Computational Media- Music Technology-Media ,3.447911605925518
Bachelor of Science in Computational Media - Music Technology-People,3.4833843759441483
Bachelor of Science in Computational Media - People-Film & Media Studies,3.4563985399915635
Bachelor of Science in Computational Media - People-Games,3.493061678944158
Bachelor of Science in Computational Media - People-Interaction Design,3.504741022047614
Bachelor of Science in Computer Engineering - Cybersecurity and Distributed System & Software Design,3.3620421029456464
Bachelor of Science in Computer Engineering- Cybersecurity and Computing Hardware & Emerging Architectures,3.331484171463117
Bachelor of Science in Computer Engineering - Cybersecurity and Signal & Information Processing,3.3346890744825646
Bachelor of Science in Computer Engineering - Cybersecurity and Telecommunications,3.2887496452105416
Bachelor of Science in Computer Engineering - Cybersecurity and Robotics & Autonomous Systems,3.29636832252606
Bachelor of Science in Computer Engineering - Cybersecurity and Systems & Architecture,3.3340213502368026
Bachelor of Science in Computer Engineering - Cybersecurity and Devices,3.364609307508768
Bachelor of Science in Computer Engineering - Cybersecurity and Information Internetworks,3.3755301335319863
Bachelor of Science in Computer Engineering - Computing Hardware & Emerging Architectures and Signal & Information Processing,3.3277737652263375
Bachelor of Science in Computer Engineering - Computing Hardware & Emerging Architectures and Telecommunications,3.286690154508748
Bachelor of Science in Computer Engineering - Computing Hardware & Emerging Architectures and Robotics & Autonomous Systems ,3.293235420530898
Bachelor of Science in Computer Engineering - Computing Hardware & Emerging Architectures and Systems & Architecture,3.327174176107693
